@relation portrait_noG-weka.filters.unsupervised.instance.Resample-S1-Z60.0-no-replacement-V-weka.filters.unsupervised.instance.Resample-S1-Z50.0-no-replacement

@attribute X numeric
@attribute Y numeric
@attribute Z numeric
@attribute TP numeric

@data
0.068,0.014,0.085,5
0.128,0.316,0.356,5
0.273,0.072,0.002,5
-0.007,-0.135,0.007,6
-0.051,0.001,-0.004,5
0.813,0.019,1.201,6
-0.134,0.109,-1.694,5
-0.695,-0.148,-0.311,5
0.016,0.118,0.01,5
-0.599,0.134,-0.038,5
0.082,0.28,0.407,5
-0.381,0.151,-0.054,5
0.259,-0.212,0.061,5
0.133,0.176,-0.001,5
0.245,0.407,0.011,5
0.164,-0.007,-0.052,5
0.028,-0.283,0,5
-0.567,-0.034,0.097,5
0.109,-0.098,-0.019,5
0.326,0.028,0.021,4
0.071,-1.3,2.56,5
0.12,-0.2,-0.039,5
0.058,-0.233,-0.021,5
0.324,-0.078,0.031,4
-0.207,-0.073,-0.739,5
-0.045,0.178,0.001,5
0.451,-0.335,2.399,5
-0.035,0.063,-0.032,5
-0.172,0.128,0.283,5
-0.007,0.053,0.008,5
0.278,0.361,-0.624,5
0.867,0.06,0.004,5
-0.231,-0.23,-0.11,5
0.873,0.136,0.038,5
-0.083,0.08,-0.025,5
-0.059,0.343,0.009,6
-0.185,0.029,0.017,5
0.443,-0.2,-0.045,5
0.04,-0.734,1.72,5
-0.045,0.074,0.003,6
-0.114,-0.233,0.006,5
0.053,-0.138,0.002,5
-0.154,-0.039,0.006,5
0.022,0.019,0.049,6
0.114,0.088,-0.024,5
0.103,-0.126,-0.039,5
-0.492,-0.847,-0.191,5
-0.077,0.174,0.048,5
-0.037,0.12,-0.051,5
-0.697,-0.557,-0.075,5
-0.207,0.068,0.048,5
0.638,-0.397,2.439,5
0.733,0.17,-0.39,5
0.232,0.299,-0.528,5
-0.202,0.147,0.02,5
0.168,0.136,-0.032,5
0.172,-0.014,1.084,5
0.285,-0.678,0.003,5
0.09,0.047,0.024,5
-0.079,0.306,0.259,5
0.405,-0.233,-0.02,5
0.093,0.532,-0.036,5
-0.273,0.575,-0.017,5
0.467,-0.023,0.022,5
-0.664,0.021,-1.421,5
-0.121,-0.988,0.266,5
-0.5,0.089,-1.203,5
-0.278,0.118,1.463,5
0.248,0.292,0.065,5
0.261,-0.113,0.647,5
-0.472,-0.028,-0.439,4
-0.034,0.098,-0.007,5
-0.275,0.107,-0.808,5
-0.263,-0.172,0,5
-0.344,0.12,-0.054,5
0.102,0.121,0.019,5
-0.329,0.297,0.018,5
-0.553,0.197,0.01,5
0.095,-0.204,0.016,5
-0.023,-0.039,0.596,5
-0.481,-0.578,-0.075,5
-0.471,-0.819,-0.122,5
-1.163,-0.158,-0.261,6
0.032,0.053,0.031,5
0.27,0.222,-0.196,5
-0.035,-0.069,0.826,5
-0.368,0.058,-0.028,5
-0.054,0.383,0.346,5
0.064,-0.005,0.044,5
-0.177,-0.149,-0.056,5
-0.047,-0.025,0.021,5
0.07,0.252,0.047,5
-0.147,-0.057,0,5
0.573,-1.177,3.059,5
-1.215,-0.451,-1.715,5
0.069,0.023,0.027,5
0.048,-0.124,0.042,5
0.233,-0.115,0.024,4
0.646,-0.555,1.828,5
0.158,-0.158,0,5
-0.175,0.027,-0.226,5
0.37,0.221,0.061,5
-0.128,0.342,0.044,5
0.026,-1.364,3.265,5
0.499,0.018,0.1,5
0.874,-1.029,0.537,5
-0.124,-0.178,0.062,6
-0.266,0.247,0.114,5
0.121,0.11,-0.043,5
-0.106,-0.007,-0.056,5
-0.797,-0.133,-0.942,5
0.109,-0.203,0.016,5
-0.346,0.255,0.023,5
-0.392,0.274,-0.091,5
0.601,0.016,0.057,5
-0.343,-0.198,-0.044,5
-1.413,-0.962,-1.803,5
0.058,0.216,0.037,5
0.069,-0.041,0.043,5
-0.121,0.074,0.057,5
-0.03,0.156,-0.054,5
0.267,0.071,0.001,5
0.049,-0.288,0.11,5
0.118,0.253,-0.024,5
-0.279,-0.058,-0.004,5
-0.421,0.273,0.016,5
-0.334,0.207,-0.044,6
-0.325,-0.239,0.041,5
-0.035,0.407,-0.05,4
-0.272,0.083,0.286,5
-0.203,0.445,0.012,5
-0.451,-0.413,-0.124,5
0.173,0.566,0.037,5
0.007,0.046,-0.001,5
-0.587,-0.469,0.414,5
0.404,0.347,-0.089,5
-0.085,0.352,-0.005,5
0.658,-0.741,0.132,5
-0.169,0.123,-0.013,5
0.3,-0.091,0.031,5
0.062,0.029,-0.046,5
0.199,0.01,0.012,6
0.15,-0.168,-0.143,5
0.283,-0.153,0.027,5
0.376,-0.081,0.199,4
-0.246,0.275,-0.091,5
-0.097,0.085,0.019,5
0.078,0.32,-0.031,5
0.041,-0.392,0.804,5
0.184,0.096,0.035,5
0.214,0.601,-0.846,5
0.024,0.426,-0.051,5
-0.047,-1.135,0.824,5
0.571,0.515,-1.185,5
0.662,0.807,-1.403,5
0.311,0.056,0.249,5
0.019,0.029,0.02,5
-0.217,0.153,0.017,5
-0.237,0.863,-0.818,5
0.119,0.16,0.016,5
-0.329,-0.44,0.149,5
0.167,0.069,0.06,5
0.236,0.23,-0.029,5
-0.247,-0.128,0.039,5
-0.206,0.318,-0.023,5
0.393,-0.133,-0.476,5
-0.279,0.362,-1.083,5
-0.003,0.173,-0.057,6
0.464,-0.31,0.014,6
0.38,-0.695,2.244,5
0.086,0.342,0.011,5
-0.002,-0.274,0.006,5
0.179,-0.172,0.483,5
-0.157,0.001,-0.036,5
0.572,-0.763,0.372,5
-0.026,-0.327,0.41,4
-0.078,-0.258,-0.015,5
-1.145,-1.058,0.176,5
-0.088,0.115,-0.043,5
0.266,-0.071,-0.049,5
0.623,0.412,-1.372,4
0.03,0.042,0.015,5
-0.063,0.072,0.843,5
0.141,0.01,0.02,5
-0.037,0.153,-0.008,5
-0.202,-0.03,-0.044,5
0.117,-0.328,0.061,5
0.162,0.096,0.038,5
-0.34,-0.052,-0.019,5
0.367,0.193,-2.165,5
-0.214,-0.125,0.056,5
-0.934,-0.005,-0.385,4
-0.205,-0.261,0.122,5
-0.017,0.196,0.09,5
0.072,-0.004,0.016,5
0.342,0.189,0.215,5
-0.717,-0.699,0.011,5
0.001,-0.083,-0.045,5
0.01,0.745,-0.025,5
-0.302,0.135,0.013,4
-0.307,-0.106,0.026,5
-0.186,0.057,0.028,5
0.285,0.008,-0.03,5
0.082,0.397,0.016,5
-0.043,0.569,0.013,5
-0.299,0.234,0.088,5
0.014,-0.187,0.027,5
-0.046,0.2,-0.014,5
-0.184,-0.065,-0.046,5
0.037,-0.141,0.094,5
0.191,0.241,0.046,5
-0.307,0.041,-0.013,5
-0.323,0.083,-0.024,5
0.223,0.289,-0.044,5
0.278,0.135,-1.057,5
-0.219,-0.001,0.01,5
-0.019,0.019,0.048,6
-0.189,0.498,0.01,5
0.244,0.538,0.005,5
0.188,0,0.033,5
-0.691,-0.6,0.472,5
0.779,0.305,0.003,5
-0.311,0.631,-0.104,5
-0.208,0.576,-0.077,5
-0.337,0.35,0.005,5
0.249,-0.438,0.057,5
0.286,0.293,-0.04,6
0.252,0.049,0.039,5
-0.514,0.172,-1.01,5
-0.058,-0.452,0.091,5
0.05,-0.311,0.001,5
0.663,-0.708,1.79,5
-0.462,0.071,-0.626,5
0.167,0.208,-0.015,4
-0.675,-0.056,0.482,6
-0.078,0.449,-0.089,4
0.103,0.014,0.023,5
-0.056,-0.074,0.129,5
0.455,-0.18,-0.001,5
-0.019,-0.197,0.101,5
-0.785,0.129,-0.002,5
0.695,-0.634,0.044,5
-0.572,0.446,-1.498,5
-0.059,0.312,-0.008,5
0.351,0.154,-0.039,5
-0.119,0.302,0.037,6
-0.179,0.569,-0.046,4
0.246,0.065,0.031,5
0.447,-0.225,-0.029,5
-0.637,0.1,-0.017,5
0.559,-0.342,0.77,5
-0.418,0.409,-0.019,5
0.012,0.25,-1.391,5
-0.629,0.287,-0.055,6
0.296,0.286,-0.022,4
-0.247,0.291,0.015,5
0.488,0.254,0.072,5
-0.075,0.023,0.011,5
-0.339,-1.145,2.046,5
-0.307,0.3,0.023,5
-0.476,0.393,-0.069,5
-0.403,0.412,0.418,5
0.605,-0.059,0.019,5
0.031,-0.15,-0.015,5
0.046,0.087,0.035,5
0.421,0.432,0.018,5
0.2,-0.118,0.026,5
0.252,0.113,0.18,5
-0.004,0.316,0.102,5
-0.29,0.288,-0.024,6
0.091,-0.145,0.033,5
0.143,0,0.026,5
0.204,0.276,0.024,5
-0.03,0.011,0.031,5
0.022,0.112,0.016,5
0.539,0.421,-0.402,5
-0.022,-0.018,0.029,6
-0.309,0.131,1.315,5
-0.065,-0.094,0.014,5
-0.061,-0.039,0.05,5
0.219,-0.017,0,5
-0.044,-0.038,0.205,5
0.358,-0.208,0.039,5
0.116,0.294,0.003,5
0.568,0.234,0.039,5
0.39,0.235,0.208,5
0.181,0.355,0.019,5
-0.06,-0.126,-0.012,4
-0.849,-1.238,2.431,5
-0.476,-0.758,0.179,5
0.387,-0.089,0.582,5
0.351,0.008,0.896,5
-0.001,0.016,0.02,5
-0.15,0.026,0.335,5
0.015,0.234,-0.017,5
-0.309,-0.343,-0.685,5
0.245,0.174,0.072,5
0.011,0.653,-0.495,5
0.08,0.626,0.032,5
0.91,-0.323,-0.027,5
0.305,0.623,-1.795,5
0.391,0.362,0.003,5
0.241,0.551,0.136,5
-0.407,0.233,-0.081,5
1.147,-0.037,-0.329,5
-0.654,0.012,-0.867,5
0.606,0.503,-1.119,5
-0.639,-0.126,-0.089,5
0.215,0.15,0.02,5
0.452,0.172,0.01,5
0.312,0.431,-0.106,5
-0.241,0.306,-0.032,5
0.482,-0.139,0.002,5
-0.495,-0.645,-0.441,6
-0.056,0.33,0.099,5
-0.045,-0.076,0.025,5
0.024,0.247,1.211,5
0.106,0.114,0.051,5
-0.033,0.108,-0.02,5
0.207,0.098,-0.014,5
-0.178,-0.801,0.006,5
0.658,0.52,-0.965,5
-0.107,0.219,-0.02,5
-0.315,-0.128,0.005,5
-0.441,0.041,-0.079,6
0.052,-0.099,0.343,5
0.019,0.469,0.205,5
0.302,0.225,-0.009,4
-0.276,-0.234,0.729,5
-0.006,-0.233,-0.109,5
0.141,-0.016,0.01,5
-0.699,-0.041,-1.471,5
0.02,-0.488,0.226,5
-0.013,0.22,-0.052,5
0.198,0.84,-2.192,5
0.031,-0.368,0.693,5
0.561,0.105,0.006,5
0.079,0.325,-0.902,5
0.415,0.201,0.132,5
0.102,-0.27,-0.034,5
-0.248,0.122,0.037,5
-0.12,-0.019,0.02,5
-0.086,0.394,-0.03,4
-0.052,-0.001,-0.031,4
0.01,-0.023,0.024,5
0.096,0.295,0.057,5
-0.274,0.518,-0.001,5
0.046,-0.063,0.008,5
-0.865,0.12,-1.698,5
0.333,0.45,-0.011,5
-0.019,-0.48,0.12,5
-0.308,-0.793,0.841,5
0.531,0.016,0.031,5
-0.551,-0.796,0,5
0.007,-0.075,0.042,5
0.16,0.064,0.018,5
0.213,0.251,0,5
-0.212,0.014,0.235,5
0.222,0.038,-0.299,5
-0.015,0.029,0,6
0.182,0.232,-0.465,5
-0.085,-0.02,-0.026,5
0.174,-0.081,0.033,5
0.059,-0.137,-0.028,5
-0.429,-0.065,-0.109,5
0.424,0.759,-1.012,5
0,0.062,-0.018,5
-0.09,0.051,0.005,5
0.011,0.126,0.011,5
0.346,0.578,-0.11,5
-0.149,0.062,-0.029,5
-0.098,-0.367,0.025,5
-0.514,0.488,-0.589,5
0.256,0.144,-0.013,5
0.216,0.193,0.043,5
0.156,0.644,-0.016,4
-0.594,-0.207,0.037,5
0.696,0.108,-1.222,5
-0.055,0.396,-0.209,5
-0.884,0.111,-1.364,5
0.924,-0.479,0.974,5
-0.371,-0.13,-0.077,5
-0.763,-0.871,0.618,5
-0.044,0.115,0.014,4
0.175,0.14,0.052,5
-0.052,-0.155,0.015,5
-0.161,0.208,-0.023,6
0.328,0.025,0.004,5
0.1,0.281,-0.038,5
0.251,-0.03,0.06,5
