@relation portrait_noG-weka.filters.unsupervised.instance.Resample-S1-Z60.0-no-replacement

@attribute X numeric
@attribute Y numeric
@attribute Z numeric
@attribute TP numeric

@data
0.056,-0.014,-0.032,5
-0.145,0.043,0.07,5
-0.37,-0.035,0.019,5
0.225,0.034,-0.005,5
0.08,0.198,-0.025,5
-0.013,0.041,0.032,5
0.439,0.553,-0.046,4
-0.293,0.377,0.002,5
0.302,0.046,0.049,5
-0.057,-0.072,-0.03,5
0.044,0.314,0.023,5
-0.12,0.312,-0.028,5
0.061,0.005,0.007,5
0.374,-0.445,0.086,5
0.034,0.136,0.011,5
-0.255,0.093,0.02,5
0.383,-0.981,0.81,5
0.269,0.228,0.234,6
0.527,0.114,0.035,5
0.922,0.212,-0.132,6
-0.014,0.419,0.016,4
-0.197,0.184,-0.011,5
-0.317,-0.106,0.021,5
0.289,0.15,-0.005,5
0.016,-0.011,0.02,4
0.692,0.206,0.051,4
-0.268,-1.213,2.56,5
0.775,-0.065,-0.624,6
0.004,-0.145,0.108,5
0.104,0.552,0.106,5
-0.72,-0.838,-0.028,5
-0.903,-0.189,-0.498,5
0.364,-0.198,0.038,5
0.021,0.045,-0.018,4
0.125,-0.117,-0.023,5
0.553,-0.446,2.232,5
0.026,-0.077,0.025,5
0.045,0.651,-0.564,5
0.29,0.123,-0.037,5
-0.297,-0.067,-1.972,5
0.072,0.22,0.037,5
-0.276,0.756,-0.169,5
0.034,0.014,0.038,5
0.851,-0.273,1.026,5
0.388,0.781,-2.444,5
-0.252,0.2,-0.017,5
-0.819,0.288,-1.906,6
-0.114,-0.052,-0.009,5
-0.145,0.126,-0.537,5
0.095,-0.12,0.104,5
0.035,-0.005,0.038,5
0.025,-0.199,0,5
-0.627,-0.452,0.658,5
-0.019,-0.146,0.11,5
0.96,0.657,-0.929,5
-0.016,-0.183,-0.066,5
0.996,-0.118,2.446,5
-0.234,-0.428,-0.111,5
-0.016,-0.509,0.152,5
0.256,0.166,0.239,5
0.122,-0.153,0.057,5
-0.379,-0.017,-0.002,5
0.494,0.142,0.337,5
-0.5,-0.062,0.008,5
0.763,1.276,-3.237,5
0.187,0.135,0.165,5
1.262,-0.49,1.186,5
0.145,-0.306,0.042,5
-0.448,-0.387,0.162,5
-0.042,0.395,0.034,6
0.052,0.077,-0.029,5
-0.076,-0.536,0.231,5
0.027,0.313,0.396,5
0.101,-0.025,0.118,5
-0.518,-0.273,0.036,5
0.179,-0.449,0.261,5
0.002,-0.669,-0.092,5
-0.09,-0.035,-0.052,5
-0.287,0.49,-2.394,5
-0.058,-0.008,-0.006,5
-0.04,-0.091,0.037,5
-0.21,0.267,-0.051,6
-0.043,-0.462,0.031,5
-0.108,0.461,-0.129,4
0.013,-0.047,0.04,5
0.18,0.319,0.051,5
-0.196,0.097,-0.05,4
-0.406,0.236,0.01,5
0.606,-0.043,0.013,5
-0.031,0.429,-0.011,5
-0.261,0.322,-0.068,5
0.135,0.365,0.331,5
0.367,0.592,-0.402,5
0.008,0.136,0.052,5
0.11,-0.337,-0.124,5
-0.026,-0.685,0.047,5
-0.032,-0.058,0.039,5
0.156,0.47,0.039,5
0.259,0.01,-0.33,4
-0.602,0.173,-1.267,5
-0.483,0.003,-0.672,5
-1.442,-0.541,-1.115,6
0.622,0.23,1.728,5
-0.137,-0.306,-0.11,5
0.197,0.106,-0.007,5
0.36,0.453,0.014,5
-0.142,-0.027,-0.001,5
-0.432,-0.268,0.039,6
0.263,-0.134,0.046,5
-0.369,0.448,-0.281,6
-0.044,-0.822,0.365,5
0.317,0.103,0.411,5
0.333,-0.043,0.05,5
-0.12,-0.389,-0.024,4
-0.027,-0.027,0.047,5
-0.747,-0.191,-0.083,6
0.064,-0.835,0.227,5
0.028,0.272,-0.023,5
-0.173,-0.041,0.008,5
-0.284,-0.415,-0.006,5
0.001,-0.074,0.038,5
0.404,0.251,0.328,5
-0.765,0.306,-0.663,6
-0.148,0.315,0.016,5
0.063,0.602,-0.305,5
0.089,0.22,-0.023,4
-0.728,-0.089,-0.972,5
-0.312,-0.094,-0.008,5
0.459,-0.982,1.732,5
0.213,0.085,0.04,5
-0.062,-0.174,0.078,5
-1.016,-0.303,-0.45,5
0.383,0.337,1.302,5
-0.058,-0.084,-0.041,5
0.338,-0.209,-0.152,5
-0.256,0.29,-0.051,5
-0.154,-0.471,0.01,5
0.226,0.034,-0.061,5
-0.317,0.606,-0.087,5
0.16,-0.652,0.645,4
0.065,0.4,-0.004,5
-0.065,0.21,-0.024,5
-0.135,0.672,-0.206,5
0.108,-0.053,0.003,5
0.044,0.586,-0.009,5
-0.046,0.001,0.001,5
0.162,0.035,-0.086,5
-0.107,0.272,0.036,4
-0.298,0.011,-1.664,4
-0.165,0.475,-0.043,5
0.181,0.126,0.035,5
0.214,0.046,0.187,4
0.812,-0.26,0.023,5
0.064,0.33,0.014,5
-0.384,-0.1,0.02,5
0.228,0.342,-0.041,6
-0.067,-0.151,0.01,5
1.729,-0.725,1.365,5
0.039,0.019,-0.162,5
0.025,-0.177,0.003,5
-0.131,0.265,-0.109,5
-0.487,-0.336,0.022,5
-0.596,0.008,0.152,5
0.071,-0.362,0.015,5
-0.49,0.05,0.021,5
-0.291,0.642,-0.016,6
-0.269,0.458,-0.034,6
-0.174,0.025,0.014,5
0.511,0.211,-0.038,5
-0.145,0.295,-0.027,5
-0.065,-0.217,0.047,4
0.355,0.458,-0.544,5
0.085,0.403,0.03,5
-0.381,-0.359,0.937,6
-0.012,0.125,0.078,5
-0.062,0.206,0.086,5
0.307,0.17,0.019,6
0.029,0.567,0.059,5
-0.273,0.308,-0.964,5
-0.63,-0.373,0.05,4
0.189,0.145,0.081,5
0.147,0.294,0.173,5
-0.109,-0.356,0.052,5
-0.028,-0.103,1.122,5
0.614,0.527,-0.395,4
0.837,0.318,-0.606,5
-0.112,0.292,0.048,5
-0.283,-0.115,-0.035,5
0.148,0.195,0.033,5
-0.479,-0.459,-0.092,5
-0.181,-0.017,0.025,5
-0.389,0.188,-0.085,5
0.294,0.158,0.01,4
0.033,0.156,-0.017,5
-0.251,0.602,-0.931,5
0.017,-0.072,0,5
0.145,0.129,-0.008,5
-0.205,0.282,-0.129,5
0.519,-0.124,0.009,6
-0.004,0.348,0.525,5
-0.414,-0.091,0.033,6
-0.812,-1.158,2.059,5
-0.385,-0.296,0.023,5
0.085,-0.12,-0.009,5
0.536,0.17,0.175,5
-0.143,0.29,-0.012,5
0.115,0.585,-0.05,5
-0.038,0.049,-0.01,5
0.691,0.441,-0.662,5
0.756,-0.44,1.328,5
0.172,-0.406,-0.012,5
-0.263,0.959,-1.241,5
0.378,0.798,-0.159,5
-0.095,0.266,-0.016,5
0.135,-0.443,-0.27,5
-0.296,-0.049,0.026,5
-0.055,0.267,0.045,5
0.013,0.156,0.127,5
0.867,-0.695,3.399,5
0.257,0.202,0.018,5
0.07,0.06,0.027,5
-0.757,-0.431,0.16,4
-0.681,0.304,-0.382,6
0.233,0.103,0.047,5
-0.051,-0.086,0.003,5
0.276,-0.443,0.105,5
0.222,-0.163,-0.301,5
-0.326,0.583,-0.303,5
0.087,0.423,-0.013,5
-0.003,-0.012,0.549,5
0.04,0.192,-0.028,5
0.663,0.497,-0.525,5
0.495,-0.589,0.015,5
0.491,0.142,-0.36,5
-0.929,-0.509,0.17,5
0.133,0.2,-0.028,5
0.797,0.083,-0.034,5
-0.166,-0.469,0.319,5
-0.117,-0.35,-0.012,5
-0.894,0.064,-1.322,5
-0.8,0.037,-1.221,6
-0.467,0.144,0.008,5
-0.415,-0.53,0.486,5
0.037,0,-0.024,5
-0.27,-0.171,-0.044,5
0.117,0.393,-0.004,5
-0.027,0.107,0.03,5
-1.184,-0.073,-0.235,4
-0.49,0.117,-0.296,5
0.059,-0.197,-0.048,5
0.103,0.204,0.039,5
0.229,0.098,-0.142,5
-0.258,-0.154,-0.096,5
0.091,0.201,-0.007,5
0.035,0.485,-0.016,5
-0.117,0.013,-0.008,5
-0.224,0.041,0.937,5
0.125,0.23,0.301,4
0.139,-0.121,-0.021,5
-0.495,-0.482,-1.075,5
0.557,-0.339,-0.03,5
0.346,0.025,0.309,5
-0.442,0.135,-0.046,5
-0.171,0.026,-0.009,5
0.043,-0.111,0.021,5
-0.105,0.202,-0.024,5
0.035,-0.092,0.025,5
-0.325,-0.092,0.361,5
-0.192,0.11,-0.051,5
-0.083,0.115,0.102,5
-0.063,-0.08,-0.021,4
0.013,0.071,-0.053,5
-0.428,0.082,0.027,5
-0.212,0.031,0.044,6
0.452,-0.189,0.002,5
0.093,-0.139,0.055,5
-0.879,-0.101,-0.311,5
-0.012,0.038,-0.149,5
-0.033,0.439,0.02,5
0.313,-0.131,-0.029,5
-0.409,-0.338,0.842,5
-0.053,0.342,0.035,5
-0.445,-0.058,0.372,5
0.103,0.199,-0.003,5
-0.091,-0.17,0.027,5
-0.261,-0.219,-0.055,5
0.58,0.361,0.13,5
0.562,-0.65,0.052,5
0.05,0.723,-0.266,5
0.067,-0.124,0.01,5
0.519,-0.466,-0.017,5
-0.214,-0.266,-0.013,6
-0.011,-0.209,0.034,5
-0.065,-0.01,-0.016,5
-0.108,0.208,0.273,5
-0.125,-0.443,0.002,5
0.38,0.276,0.214,5
0.201,0.01,0,5
0.026,-0.073,0.022,5
0.153,-0.251,0.127,5
0.206,0.264,-1.85,5
0.209,0.025,-0.091,5
-0.366,0.726,-2.226,4
-0.016,-0.045,0.05,5
0.575,0.347,-0.28,5
-0.214,0.451,-0.026,6
-0.022,-0.132,-0.014,5
-0.24,0.155,0.009,4
0.27,-0.286,-0.037,5
-0.011,0.029,0.037,5
0.074,0.037,0.018,5
0.214,0.224,0.496,5
0.444,0.719,-0.243,5
-0.29,0.358,-0.017,5
0.025,0.159,-0.088,5
0.608,0.767,-1.441,5
0.012,-0.091,0.006,5
-0.062,0.068,0.014,5
-0.055,0.36,-0.037,5
0.025,-0.142,-0.031,5
-0.779,0.27,-0.849,5
-0.083,0.717,-0.109,6
-0.332,0.199,-0.085,5
0.05,-0.013,-0.028,5
-1.298,-0.896,0.817,5
0.082,0.391,0.017,5
0.069,0.4,0.017,5
0.075,0.155,-0.007,5
0.314,0.105,0.127,5
0.202,-0.507,0.671,5
0.023,0.143,-0.077,5
-0.207,-0.169,0,5
-0.095,0.327,0.013,5
-0.583,-0.405,-0.192,5
-0.027,0.008,-0.04,5
0.693,-0.323,-0.012,5
-0.33,-0.075,-2.268,5
0.004,0.033,-0.011,5
-0.072,-0.104,0.054,5
0.295,0.067,0.567,5
-0.111,0.467,-0.073,5
-0.211,0.22,0.038,5
0.062,0.36,-0.017,5
-0.218,-0.056,-0.005,5
0.928,0.178,-0.021,5
0.006,0.051,0.54,5
-0.215,0.275,-0.008,5
-0.302,0.366,0.144,5
-0.15,-0.159,0.235,5
-0.286,0.142,0,5
-0.348,0.341,-0.014,5
0.515,0.174,0.248,5
0.022,0.018,0.382,6
-0.092,0.45,-0.022,5
0.022,-0.229,0.02,5
-0.028,-0.087,0.02,5
0.811,0.137,-0.288,5
-0.037,0.037,0.008,5
-0.074,0.148,0.007,5
-1.39,-0.576,-0.904,5
-0.192,-0.094,0.126,5
-0.005,-0.032,0.023,5
-0.516,0.202,-0.042,5
0.189,0.352,-0.81,5
-0.207,-0.531,0.014,4
-0.872,0.221,-0.58,5
0.085,-0.208,-0.011,5
0.131,-0.147,-0.529,5
-0.081,0.266,0.092,5
-0.233,0.399,0.116,5
0.997,0.728,-1.042,5
0.279,-0.033,0.056,4
0.576,0.791,-0.003,5
0.594,0.13,-0.416,5
1.145,-0.032,0.711,5
0.617,0.119,0.038,5
-0.017,0.048,-0.042,5
0.561,0.133,-1.537,5
-0.407,-0.843,0.637,5
-0.348,-0.782,0.944,4
-0.048,-0.042,0.16,5
-0.168,0.16,-0.001,5
0.34,0.242,-0.021,5
0.388,0.308,-0.037,5
-0.097,-0.186,0.093,5
-0.879,-0.091,-0.082,5
0.125,-0.445,0.537,5
0.155,0.049,0.019,5
-0.154,0.115,0.053,5
0.471,0.165,0.184,5
-0.257,-0.174,0.021,5
-0.567,-0.601,-1.46,5
-0.193,-0.423,-0.075,5
-0.893,-0.685,-0.353,5
0.168,0.022,0.005,5
-0.008,-0.064,-0.025,5
0.382,-0.087,-0.019,5
0,-0.073,0.036,5
-0.081,-0.075,0.052,5
-0.081,0.471,-0.004,5
0.14,-0.093,0,5
-0.309,-0.267,0.042,5
0.271,-0.666,0.3,5
0.171,0,-0.031,5
-0.115,0.222,-0.047,6
0.101,-0.393,0.007,5
0.317,0.205,0.357,5
-0.001,-0.059,-0.022,5
-0.148,0.13,-0.027,5
-0.153,0.355,0.121,5
-0.227,0.092,0.086,5
0.601,0.296,-0.028,5
0.314,0.046,1.355,5
-0.069,-0.184,0.057,5
-0.168,0.29,0.064,5
0.392,-0.747,0.341,5
-0.675,-0.36,0.434,5
-0.174,-0.073,-0.04,5
-0.024,-0.16,0.145,5
0.111,0.299,-0.058,5
-0.227,0.011,0.409,5
-0.144,0.349,-0.024,5
0.111,0.371,0.285,5
-0.302,-0.06,0.32,5
-0.753,-0.964,1.933,5
-0.407,0.807,-2.009,6
0.115,0.33,0.017,5
-0.306,0.457,-0.008,5
-0.778,-1.743,1.814,5
-0.25,0.131,0,5
-0.235,-0.038,0.442,5
0.371,0.085,-0.415,6
-0.188,-0.255,0.169,5
0.726,-0.544,1.16,5
-0.164,0.162,-0.104,5
0.508,-0.913,1.464,5
-0.605,-0.372,0,5
0.085,0.043,-0.029,4
-0.15,0.043,0.443,5
-0.041,0.137,0.724,4
0.08,0.002,0.009,5
0.583,-0.218,0.02,4
-0.161,-0.036,-0.034,5
-0.84,-0.035,-2.067,5
0.212,0.298,0.016,5
-0.213,-0.097,0.249,5
-0.199,0.28,0.305,5
-0.591,-0.81,0.061,5
0.26,-0.952,1.04,5
-0.081,-0.124,0.015,5
0.247,0.148,-0.043,5
0.299,0.811,-2.732,5
0.394,-0.825,-0.275,5
-0.148,0.019,0.001,5
-0.059,0.025,0.089,5
-0.036,0.108,0.004,5
0.431,-0.217,0.006,5
0.353,-0.169,-0.732,5
0.023,-1.238,4.09,5
0.094,-0.054,0.01,5
-0.13,0.213,-0.04,5
-0.108,0.281,-0.033,5
0.455,0.062,0.218,6
-0.188,-0.639,-0.343,5
0.275,0.325,-0.011,5
0.45,0.022,-0.025,5
0.133,0.176,0.003,5
-0.109,0.093,0.027,5
-0.423,-0.026,-0.076,5
-0.171,0.128,0.004,5
-0.047,0.148,-0.032,5
0.455,0.087,-0.002,5
-0.062,0.492,-0.015,5
0.278,0.098,0.021,5
0.402,-0.09,0.035,4
0.152,-0.211,0.019,5
-0.185,-0.197,0.3,5
-0.725,0.072,-0.047,5
-0.59,0.357,-0.086,5
-0.291,-0.098,0.165,5
0.514,-0.319,0.019,5
-0.14,-0.007,-0.083,5
-0.157,-0.223,-0.005,5
0.278,0.714,0.066,5
-0.621,-0.181,0.012,5
-0.381,-0.033,-0.037,5
-0.579,-0.283,-0.085,5
0.194,0.417,-0.175,5
1.055,-0.337,2.554,5
0.077,-0.057,0.036,5
0.584,0.307,-0.866,5
0.169,-0.012,0.064,5
0.113,0.445,-2.252,5
-0.086,-0.093,0.051,5
-0.102,0.737,-1.312,5
0.112,-0.098,-0.031,5
0.555,0.341,0.237,4
0.907,-0.308,1.467,5
0.086,-0.064,-0.02,5
0.018,0.35,-0.007,5
-0.254,0.093,-0.21,5
0.29,0.072,0.035,5
0.516,-1.06,3.925,5
0.194,0.441,-0.12,5
-0.332,-0.256,-0.019,4
-0.039,-0.077,0.904,5
0.027,0.039,-0.01,5
-0.379,-0.233,-0.006,5
-0.157,0.122,0,5
-0.067,-0.324,-0.024,5
-0.364,-0.831,0.721,5
0.094,-0.158,0.061,5
0.055,-0.117,-0.031,5
0.851,0.408,-0.63,6
0.277,0.076,0.025,5
1.44,0.526,-0.551,5
0.12,0.283,0.046,5
-0.625,-0.086,-0.068,5
-0.016,0.112,0.025,5
0.128,0.045,-0.094,5
0.01,-0.148,0.048,6
0.252,0.013,0.021,5
-0.146,0.194,0.049,5
-0.118,-1.157,2.778,5
0.005,0.046,0.458,5
0.004,0.175,0.035,5
0.54,0.445,-0.716,5
-0.393,-0.624,-0.147,5
-0.052,0.001,-0.034,5
0.691,-0.793,3.014,5
-0.131,0.259,0.038,5
0.082,-0.031,0.003,5
0.49,-0.309,1.042,5
0.631,0.565,-1.048,5
0.149,0.587,-1.553,4
0.539,0.351,-1.542,5
-0.542,-0.5,0.445,5
0.164,-0.955,1.038,5
0.284,0.447,-0.256,5
0.228,0.305,0.106,5
0.115,0.188,-0.673,4
-0.049,0.002,0.011,5
0.239,0.346,-0.052,5
0.055,0.035,0.053,6
0.46,-0.083,0.012,4
-0.141,0.309,0.011,5
0.036,0.036,-0.03,5
-0.361,-0.06,-0.048,5
0.666,0.111,-0.451,5
0.068,0.382,-0.031,5
0.059,0.12,-0.014,5
0.637,0.032,0.028,5
-0.871,-0.922,0.898,5
-0.345,-0.32,-0.021,5
0.445,0.943,-2.115,5
-0.177,0.102,-0.029,5
-1.152,-0.98,2.054,5
-0.226,-0.811,2.291,4
0.68,0.749,0.234,5
0.166,-0.288,0.062,5
0.011,0.613,-0.009,5
-0.25,0.177,0.1,5
-0.028,0.116,-0.025,5
0.061,-0.13,-0.009,5
-0.365,0.377,-0.142,5
-0.114,0.483,-0.009,5
0.102,-0.045,-0.045,5
-0.081,0.087,-0.039,6
0.19,-0.616,0.024,5
0.058,0.043,0.225,5
-0.073,-0.111,0.014,5
0.261,-0.072,-0.555,5
0.067,0.237,-0.064,5
-0.006,-0.142,0.013,5
-0.018,0.237,-0.141,5
0.356,-0.01,-0.074,5
-0.059,0.021,0.053,5
-0.182,0.023,-0.031,5
0.232,0.18,-0.022,5
-0.132,-0.1,0.002,5
-0.252,-0.6,0.036,5
0.49,0.394,-0.018,5
-0.076,0.334,0.04,5
-0.168,0.255,0.741,5
-0.042,0.359,-0.421,5
0.127,0.126,0.016,5
0.347,0.19,-0.092,5
-0.463,0.458,-0.015,5
-0.725,-0.314,-0.038,5
0.135,0.003,0.008,6
-0.695,-0.096,-0.067,5
-0.214,-0.363,-0.573,5
-0.019,-0.37,-0.01,5
-0.066,0.094,0.035,5
0.312,0.135,-0.024,5
-0.447,-0.202,0,5
-0.197,-0.081,-0.032,5
-0.932,0.054,-0.219,5
-0.469,-0.191,0.149,5
-0.964,-0.557,-2.219,5
0.729,0.301,-0.846,5
-0.319,0.267,-0.076,5
-0.217,-0.012,0.117,5
0.024,-0.13,0.033,6
-0.154,0.121,-0.188,5
-0.212,0.236,0.013,5
-0.624,-0.626,-0.007,5
-0.248,0.218,0.051,5
-0.771,-0.29,-1.08,4
0.083,-0.186,-0.026,5
-0.035,-0.023,0.003,5
-0.131,0.475,0,5
-0.096,0.517,-0.01,5
0.383,0.206,0.048,5
-0.172,0.32,-0.035,5
0.131,-0.725,1.216,5
-0.237,0.407,-0.089,5
-1.113,-0.392,-0.217,5
0.794,0.62,-0.389,5
-0.417,-0.149,-0.174,5
0.017,0.26,0.03,5
-0.265,0.077,-0.022,4
0.285,0.469,0.565,5
1.076,0.207,-0.137,5
-0.024,0.023,0.065,5
-0.328,0.626,-1.448,5
-0.927,-0.422,0.096,5
-0.303,0.064,-0.078,5
-0.032,-0.12,-0.202,6
0.074,-0.242,0.062,4
-0.203,0.354,0.478,6
0.315,-0.165,0.086,5
0.615,1.109,-1.605,5
0.416,0.807,-0.069,5
0.436,0.373,0.024,6
0.148,0.038,0.09,5
-0.356,0.432,-0.021,5
-0.071,0.359,-0.014,5
0.414,-0.075,0.026,5
-0.7,0.189,0.013,5
0.188,0.223,-0.012,5
-0.069,0.547,-0.017,5
0.266,-0.209,0.015,5
-0.017,0.278,0.026,5
0.07,-0.098,0.026,5
0.705,-0.167,-0.044,5
0.031,0.128,-0.021,5
0.279,-0.032,0.012,5
0.055,0.057,-0.014,5
-0.031,0.05,-0.012,5
0.163,-0.89,0.669,5
0.159,0.392,-0.016,5
-0.192,-0.032,-0.009,5
-0.856,-0.334,-0.777,5
0.331,-0.922,2.209,6
-0.238,-0.071,0.005,5
-0.424,-0.737,-0.102,5
0.201,0.769,-1.923,5
0.133,0.165,0.175,5
0.274,0.194,-0.041,5
-0.884,-0.788,2,5
0.023,0.075,-0.673,5
-0.208,-0.45,-0.021,5
-0.046,0.209,-0.035,5
-0.588,-0.064,0.266,5
-0.469,0.281,-0.012,5
-0.368,-0.485,0.388,5
-0.345,0.313,-0.047,6
-0.105,-0.657,-0.232,4
0.246,0.276,0.064,5
-0.84,0.109,-0.038,5
-0.597,-0.052,-0.012,5
0.904,0.016,-0.522,5
0,-0.001,0.047,5
-0.709,0.236,0.175,5
0.067,0.025,-0.011,5
-0.026,0.142,-0.008,5
-0.301,-0.23,-0.015,4
0.462,-0.06,-0.213,5
-0.094,-0.038,0.104,5
-0.336,0.243,-0.041,4
0.091,-0.062,0.036,5
-0.248,0.214,-1.528,5
-0.115,0.493,-0.014,5
0.143,0.105,0.201,5
0.139,-0.009,-0.038,4
-1.124,-0.494,-0.277,5
0.168,-0.034,-0.025,5
0.382,0.138,0.077,5
0.366,-0.131,-0.015,5
0.442,-0.205,-0.159,5
0.02,-0.346,0.162,5
0.153,0.271,0.044,5
0.088,0.445,0.031,4
0.288,0.257,-0.078,5
0.072,0.079,-0.01,5
0.171,-0.18,-0.36,5
0.397,0.305,-0.77,5
-0.582,0.141,-0.049,5
-0.049,0.03,-0.028,5
-0.065,0.015,-0.015,4
0.02,-1.114,3.715,5
0.295,-0.079,0.006,5
0.514,0.614,0.038,5
0.146,-0.947,-0.111,5
-0.022,-0.027,0.163,5
-0.43,-0.168,-0.006,5
-0.015,-0.455,0.19,5
0.075,0.006,0.015,5
0.155,-0.138,-0.074,5
-0.146,-0.019,-0.033,5
-0.205,0.119,0.03,5
0.478,0.014,0.023,5
0.115,0.331,-0.016,5
0.015,0.514,-0.033,5
0.005,0.037,-0.012,5
0.32,-0.28,-0.011,5
0.622,-0.714,4.131,5
0.485,-0.433,0.059,5
0.271,-0.52,0.013,4
0.32,0.233,-0.377,5
0.338,0.718,-0.282,5
0.512,-0.635,0.02,5
-0.025,0.085,-0.303,5
-0.201,0.036,0.02,5
0.003,0.134,-0.011,6
-0.261,0.416,-0.08,5
-0.63,-0.109,-0.611,5
-0.029,0.458,-0.088,5
-0.281,-0.194,-0.045,5
0.044,0.43,-0.434,5
0.269,0.73,-2.78,5
0.111,-0.087,0.005,5
0.07,0.059,0.028,6
-0.237,0.16,0.111,5
-0.433,-0.197,-0.615,5
0.072,0.18,0.011,5
0.989,0.023,1.223,6
0.087,0.181,-0.001,5
-0.048,0.104,0.085,4
0.317,0.217,0.039,5
0.771,-0.096,-0.024,4
0.007,0.127,1.108,6
-0.133,-0.131,0.034,5
0.077,-0.044,0.025,5
-0.271,-0.396,0.012,5
0.191,0.144,-0.065,6
-0.186,-0.105,0.047,5
-0.12,-0.418,0.134,4
-0.548,-0.081,0.002,5
-0.045,-0.261,-0.031,5
-0.133,-0.196,-0.052,5
0.42,0.986,-1.292,5
1.179,-0.626,1.999,5
0.061,-0.2,-0.028,5
-0.19,-0.178,-0.034,5
0.377,-0.223,-0.042,5
0.004,-0.107,0.019,5
-0.09,0.478,0.819,5
0.158,-0.136,-0.033,5
0.662,-0.672,0.307,5
0.326,0.712,-0.097,5
0.096,0.599,0.069,5
-0.68,-0.624,0.829,4
-0.213,0.127,0.037,5
0.328,-0.065,0.011,5
-0.32,-0.065,1.327,5
-0.563,0.141,0.002,5
0.52,-0.745,-0.001,5
-0.371,0.209,0.477,5
-0.076,0.198,-0.054,6
-0.163,0.352,0.311,5
0.057,-0.119,-0.003,5
0.165,-0.233,0.077,5
0.306,0.183,-0.017,5
0.091,-0.042,0.099,5
0.094,0,-0.025,5
0.407,0.155,0.018,5
0.809,-0.4,0.032,5
-0.086,0.194,-0.004,5
0.294,-1.137,2.622,5
0.113,0.093,-0.072,5
0.155,0.553,0.185,5
0.022,-0.016,0.024,4
-0.464,0.035,0.019,5
0.159,-0.22,0.229,5
0.065,0.272,-0.025,5
-0.657,0.196,-0.506,5
0.594,-0.036,0.837,5
-0.606,-0.012,-0.093,5
-0.429,0.016,-0.061,5
0.098,0.193,-0.038,5
0.544,-0.053,-0.017,5
0.894,0.761,-1.201,5
-0.13,-0.34,0.025,5
0.175,0.064,-0.008,5
0.424,0.012,0.115,5
-0.434,-0.098,-0.039,5
-0.099,-0.058,0.085,6
-0.149,0.08,-0.015,5
0.237,-0.137,0.132,5
-0.51,0.194,-0.073,5
0.185,0.022,-0.074,5
-0.706,0.277,-1.477,5
-0.399,0.219,-2.974,5
0.001,0.283,-0.05,5
0.076,0.424,-0.047,5
0.812,0.08,0.322,5
-0.563,0.494,-0.589,5
0.644,0.7,-2.098,5
0.159,0.141,-0.018,5
0.053,0.209,-0.636,5
0.134,0.14,-0.021,5
0.056,-0.345,0.269,5
-0.242,0.344,0.1,5
-0.387,0.379,-0.008,5
0.251,0.233,-0.041,5
-0.048,0.335,-0.063,5
-0.268,0.262,-0.038,4
0.005,-0.053,0.024,5
1.108,0.809,-1.502,4
-0.204,-0.546,-0.231,5
1.187,0.373,-0.697,5
-0.245,-0.568,-0.057,5
0.023,-0.141,0.011,5
0.007,-0.413,-0.15,5
0.078,0.551,0.028,5
-0.152,0.356,0.539,5
-0.05,-0.096,0.033,5
-0.397,-0.024,-1.16,4
-0.069,0.388,0.349,5
0.272,-0.463,0.019,5
0.056,-0.103,0.008,5
0.849,0.429,-0.319,5
0.102,-0.014,0.083,4
0.422,-0.773,2.333,5
0.38,-0.012,0.283,5
-0.056,-0.115,0.249,4
0.213,0.117,-0.139,5
0.115,-0.419,0.043,5
-0.104,0.257,0.396,5
0.28,0.842,-0.907,5
0.612,-0.122,-0.608,5
-0.393,-0.016,0.058,5
-0.021,0.262,-0.002,5
-0.065,0.001,-0.014,5
0.089,-0.306,0.17,5
-0.198,0.178,-0.03,5
-0.173,0.217,0.546,5
-1.668,-1.303,-1.119,5
-0.457,0.41,-0.116,5
-0.237,0.377,0.021,5
-0.057,0.059,-0.022,5
-0.099,0.294,-0.045,5
0.049,0.459,0.01,5
0.108,-0.184,0.237,5
-0.452,-0.225,-0.072,6
0.558,-0.042,0.03,5
0.475,0.071,0.034,5
0.081,0.228,-0.038,5
-0.578,-0.576,0,5
-0.649,-0.127,-1.114,5
0.388,0.041,0.747,5
0.253,0.096,-0.044,5
0.432,0.043,-0.007,5
0.328,0.156,0.002,5
-0.348,-0.555,0.006,5
-0.9,-0.528,-0.193,5
-0.033,-0.026,-0.023,5
-0.038,0.323,-0.203,5
0.129,0.114,-0.031,5
0.105,0.156,0.016,5
-0.008,0.526,0.034,6
0.172,0.129,-0.043,4
-0.072,0.184,0.012,4
0.493,-0.732,-0.013,5
-0.13,0.553,-0.021,5
1.216,0.17,1.108,5
-0.068,0.304,-0.103,5
-0.371,-0.084,0.024,5
-0.985,-0.643,1.193,5
-0.341,0.046,0.002,5
-0.104,-0.352,0.003,5
-0.503,0.009,-1.123,5
0.043,-0.047,0.127,5
0.073,-0.289,0.103,5
-0.053,-0.016,-0.026,5
0.153,-0.054,-0.023,5
-0.035,-0.066,0.033,5
-0.38,0.462,-0.035,6
0.049,0.061,-0.054,6
-0.514,0.132,0.013,5
0.574,0.563,-0.124,5
-0.798,0.193,-0.106,5
-0.224,0.118,-0.018,5
-0.015,0.524,0.045,5
-0.422,-0.172,0.115,5
0.04,0.102,0.033,5
0.434,0.149,-0.68,5
-0.307,-0.564,0.008,5
0.338,-0.236,0.053,5
0.017,0.268,-0.618,5
0.396,0.056,0.033,5
